airline_id,dep_airport,des_airport,dep_name,dep_city,dep_country,dep_lat,dep_lng,total,des_name,des_city,des_country,airport_id,des_lat,des_lng,alt
AF,JFK,YYT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,700,St. John's International Airport,St. John's,Canada,YYT,47.61859894,-52.75189972,461
AA,EWR,CUN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5646,Cancún International Airport,Cancun,Mexico,CUN,21.03650093,-86.87709808,22
AC,LGA,YHM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,43.17359924,-79.93499756,780
AA,JFK,PLS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1179,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,21.77359962,-72.26589966,15
UA,JFK,NRT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3625,Narita International Airport,Tokyo,Japan,NRT,35.76470184,140.3860016,141
LH,JFK,YYZ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
CX,JFK,TPE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,522,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,25.0777,121.233002,106
OJ,JFK,GEO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,538,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,6.498549938,-58.2541008,95
SE,JFK,MRS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,67,Marseille Provence Airport,Marseille,France,MRS,43.43927192,5.221424103,74
DL,JFK,YYR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,53,Goose Bay Airport,Goose Bay,Canada,YYR,53.31919861,-60.42580032,160
VS,EWR,LGW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,19,London Gatwick Airport,London,United Kingdom,LGW,51.148102,-0.190278,202
B6,JFK,CZM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,22,Cozumel International Airport,Cozumel,Mexico,CZM,20.5223999,-86.92559814,15
DL,JFK,IST,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2630,Istanbul Airport,Istanbul,Turkey,IST,41.275278,28.751944,325
US,EWR,FCO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2982,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,13
DY,JFK,LIS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1235,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592,374
AF,JFK,LIL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1,Lille-Lesquin Airport,Lille,France,LIL,50.563332,3.086886,157
PD,EWR,YOW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4181,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.32249832,-75.66919708,374
MP,JFK,AMS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3750,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389,-11
BA,JFK,LGW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,19,London Gatwick Airport,London,United Kingdom,LGW,51.148102,-0.190278,202
UA,EWR,PVR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,222,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,20.68009949,-105.2539978,23
RP,JFK,YYG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,122,Charlottetown Airport,Charlottetown,Canada,YYG,46.29000092,-63.12110138,160
DL,JFK,KEF,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1446,Keflavik International Airport,Keflavik,Iceland,KEF,63.98500061,-22.60560036,171
DY,JFK,OSL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1453,Oslo Lufthavn,Oslo,Norway,OSL,60.121,11.0502,681
UA,EWR,YHZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3458,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.88079834,-63.50859833,477
DL,JFK,ANU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,897,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,17.1367,-61.792702,62
PD,EWR,YTM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,40,La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,46.40940094,-74.77999878,827
QK,LGA,YYZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
UA,EWR,YOW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4181,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.32249832,-75.66919708,374
LS,EWR,MAN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1451,Manchester Airport,Manchester,United Kingdom,MAN,53.35369873,-2.274950027,257
UA,EWR,MBJ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3078,Sangster International Airport,Montego Bay,Jamaica,MBJ,18.50370026,-77.91339874,4
LS,EWR,NCL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4,Newcastle Airport,Newcastle,United Kingdom,NCL,55.03749847,-1.691669941,266
AA,JFK,SDQ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6752,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085,-69.66889954,59
S5,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
AA,JFK,STI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6582,Cibao International Airport,Santiago,Dominican Republic,STI,19.40609932,-70.60469818,565
UA,LGA,AUA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3087,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,12.5014,-70.015198,60
LS,EWR,EMA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,9,East Midlands Airport,East Midlands,United Kingdom,EMA,52.83110046,-1.328060031,306
DL,JFK,GND,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,305,Point Salines International Airport,Point Salines,Grenada,GND,12.00419998,-61.78620148,41
S5,EWR,YYT,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,700,St. John's International Airport,St. John's,Canada,YYT,47.61859894,-52.75189972,461
DL,LGA,AUA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3087,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,12.5014,-70.015198,60
